"Ndola",20.99
"Tampa",16.71
"Phoenix",24.83
"Toamasina",27.43
"Zagreb",7.21
"Heraklion",10.34
"Murmansk",3.18
"Abéché",35.52
"Frankfurt",16.03
"Beirut",24.62
"Palembang",25.19
"Sydney",23.36
"Tamale",23.92
"Odienné",22.81
"Dubai",33.40
"Khartoum",38.38
"Makassar",28.35
"Yinchuan",19.03
"Tehran",5.92
"Pretoria",2.63
"Ulaanbaatar",-28.17
"Riyadh",2.29
"Reykjavík",7.06
"London",11.46
"Edinburgh",4.31
"Tashkent",7.25
"Bordeaux",7.57
"Dunedin",14.88
"Valencia",29.18
"Mombasa",13.32
"Vancouver",17.88
"Bordeaux",12.35
"Sochi",4.45
"Denver",4.16
"Manama",24.83
"PortSudan",23.81
"Suwałki",6.06
"Lhasa",6.86
"Burnie",23.25
"Kano",16.85
"Thiès",1.95
"Abéché",25.94
"Sochi",8.20
"WashingtonDC",8.59
"Milan",23.80
"Alexandria",26.19
"Guangzhou",36.32
"Wau",22.04
"Denpasar",26.53
"Bulawayo",2.43
"London",14.10
"Denpasar",27.30
"Livingstone",15.64
"Chihuahua",11.23
"GjoaHaven",-23.31
"Maputo",20.69
"Darwin",38.34
"LaCeiba",3.25
"Valencia",14.91
"Bucharest",8.41
"Astana",20.00
"Istanbul",14.88
"Kingston",28.83
"Melbourne",14.25
"CityofSanMarino",-1.01
"Wellington",25.00
"Oulu",6.21
"Niigata",8.02
"Tokyo",9.23
"Dikson",-17.84
"Johannesburg",22.90
"Beijing",16.59
"Suwałki",5.26
"Ouagadougou",23.13
"Copenhagen",31.09
"Heraklion",18.61
"Palembang",42.61
"Berlin",6.92
"Napoli",3.12
"Dallas",19.25
"Blantyre",18.46
"Wrocław",10.05
"Anchorage",10.26
"Kano",17.57
"Jacksonville",37.09
"Kyoto",27.09
"HongKong",32.60
"Makurdi",35.26
"Pyongyang",23.34
"Ankara",1.48
"Muscat",20.70
"Damascus",15.06
"Suwałki",10.25
"Nassau",35.75
"Yaoundé",24.16
"Accra",22.59
"Muscat",28.63
"Niigata",-5.26
"BelizeCity",23.04
"Ouahigouya",4.37
"NewDelhi",28.17
"Lodwar",45.31
"Lviv",-8.36
"Sarajevo",-5.91
"Kathmandu",20.24
"Moncton",19.62
"Makassar",36.19
"Havana",10.93
"Dallas",15.68
"Durban",-1.34
"SanSalvador",51.08
"Erbil",6.92
"Kyiv",-3.77
"Entebbe",19.28
"Hanoi",21.31
"Malé",31.26
"Asmara",34.03
"Marrakesh",14.36
"Toamasina",53.57
"Calgary",7.12
"Burnie",21.83
"Tucson",26.97
"Palermo",33.09
"Edinburgh",13.47
"Athens",15.24
"VirginiaBeach",30.24
"Tunis",7.77
"Ndola",36.54
"Harare",11.83
"Porto",5.83
"Toamasina",23.83
"Vientiane",13.36
"Entebbe",10.20
"Yakutsk",-4.82
"PanamaCity",28.58
"Atlanta",28.56
"Saskatoon",13.61
"LuxembourgCity",-2.67
"Niigata",22.66
"Boise",7.09
"Perth",11.35
"OklahomaCity",0.53
"Saint-Pierre",16.96
"AliceSprings",-0.01
"Honiara",30.33
"Valletta",18.59
"Bratislava",4.01
"Ngaoundéré",24.93
"Vladivostok",-5.55
"Manila",18.58
"Maputo",8.36
"Sacramento",27.55
"Brussels",10.57
"Detroit",10.96
"Bamako",27.81
"Kabul",16.38
"Burnie",20.14
"Ürümqi",-14.53
"Johannesburg",15.20
"LakeHavasuCity",11.70
"Paris",-1.37
"Dodoma",30.18
"SanJuan",29.00
"Batumi",26.85
"Bergen",8.85
"Tromsø",4.02
"Ifrane",17.26
"Mzuzu",11.35
"Stockholm",17.08
"Ouahigouya",16.13
"Vaduz",0.50
"Abéché",30.88
"Sofia",11.85
"Djibouti",36.83
"Praia",6.59
"Helsinki",-0.86
"Tamale",32.64
"Bamako",35.71
"Minneapolis",-19.94
"Ashgabat",31.32
"Bissau",30.84
"Ségou",26.71
"Kyoto",12.74
"ChiangMai",38.61
"Minneapolis",20.54
"Ankara",12.58
"Tamanrasset",18.93
"Kandi",27.86
"Hanoi",18.28
"Palembang",25.42
"Memphis",20.23
"Vienna",12.36
"Mzuzu",19.21
"SaintPetersburg",18.86
"Bergen",-1.27
"Maun",34.76
"SanJosé",21.07
"Suva",11.14
"Alexandria",25.77
"Hamburg",1.47
"Burnie",-0.94
"KualaLumpur",26.45
"Darwin",36.36
"Oslo",8.45
"Guadalajara",11.93
"LaPaz",13.66
"Hanoi",36.28
"Yellowknife",-4.28
"Dakar",44.55
"PalmerstonNorth",9.27
"Minneapolis",12.64
"Alexandria",15.18
"Bangkok",36.49
"Kunming",2.07
"Gabès",41.28
"Entebbe",46.82
"Asmara",2.53
"ElPaso",21.57
"Ifrane",5.18
"Johannesburg",0.90
"PortMoresby",34.19
"Veracruz",12.11
"Valletta",12.78
"Lisbon",2.55
"Amsterdam",4.59
"Ürümqi",8.22
"Oranjestad",19.95
"Dublin",26.31
"Jayapura",41.36
"Yinchuan",28.35
"OklahomaCity",12.03
"Tabora",32.32
"Tunis",19.53
"Ankara",-7.76
"Nuuk",-2.07
"Lisbon",20.90
"Harare",22.35
"Lagos",16.83
"Mahajanga",17.40
"Denver",18.41
"Istanbul",7.69
"Blantyre",28.94
"Tripoli",15.35
"Mango",17.50
"Burnie",-12.19
"Wichita",23.43
"Harare",17.19
"KuwaitCity",30.24
"Tampa",24.03
"Durban",23.52
"Johannesburg",-0.20
"Vienna",-9.61
"Antsiranana",16.73
"Nairobi",7.41
"Wichita",16.56
"Sofia",14.33
"Hamilton",7.28
"Stockholm",11.70
"Hiroshima",19.06
"Austin",19.80
"Bordeaux",36.41
"Gangtok",25.80
"Surabaya",24.70
"Lubumbashi",25.43
"OklahomaCity",0.24
"İzmir",25.86
"Wellington",10.34
"Dampier",48.95
"Kandi",23.70
"Harare",47.69
"Budapest",-11.76
"NewYorkCity",17.96
"Dallas",15.68
"Karonga",22.43
"Asmara",13.59
"Tunis",9.07
"Milan",14.71
"Kandi",32.88
"Lagos",11.90
"Marseille",7.51
"Tunis",15.20
"Milwaukee",9.26
"CityofSanMarino",18.68
"Honolulu",31.74
"Niigata",9.53
"Wichita",48.84
"Belgrade",20.89
"Nouadhibou",5.94
"Edmonton",5.55
"St.John's",-0.07
"Vaduz",3.50
"Manama",19.73
"Fianarantsoa",23.69
"Dhaka",45.53
"Rostov-on-Don",7.52
"Atlanta",-2.72
"Nassau",38.51
"Sochi",12.89
"PanamaCity",32.86
"Brisbane",23.86
"Toronto",19.06
"Yerevan",12.20
"Nashville",1.10
"Moncton",5.36
"Zürich",2.42
"Odienné",23.65
"Warsaw",9.32
"Dikson",7.22
"Ndola",38.68
"Djibouti",33.61
"Garissa",24.66
"Toronto",12.79
"Bosaso",48.49
"Port-Gentil",39.65
"Chișinău",17.23
"Ghanzi",22.62
"DaresSalaam",16.05
"Dakar",37.82
"Parakou",24.27
"Tehran",5.10
"Oranjestad",49.48
"SanSalvador",27.13
"LaPaz",23.27
"Ouagadougou",29.78
"Bosaso",33.38
"Dubai",22.06
"Bishkek",10.57
"Juba",38.81
"CityofSanMarino",6.71
"Calgary",14.19
"Valencia",31.28
"OklahomaCity",3.10
"Conakry",30.16
"Ndola",23.48
"Suwałki",-0.64
"Reggane",29.19
"Indianapolis",-2.75
"Yangon",10.01
"GuatemalaCity",18.91
"Conakry",32.34
"Baguio",8.64
"Tromsø",-6.92
"Napoli",9.91
"Wau",35.35
"Perth",-1.63
"Seattle",9.49
"Douala",41.96
"Calgary",6.25
"Libreville",24.17
"Nashville",19.96
"Seoul",10.67
"Lomé",31.32
"Seoul",22.81
"Hamilton",28.79
"Memphis",16.84
"Bilbao",6.38
"Toronto",3.25
"Petropavlovsk-Kamchatsky",3.60
"Auckland",-2.18
"Gangtok",11.52
"Suwałki",-16.00
"Pittsburgh",3.40
"SaltLakeCity",16.12
"Alexandria",10.85
"Assab",37.36
"Barcelona",22.30
"Alexandra",29.21
"Jos",25.33
"Entebbe",16.48
"Birao",30.00
"Guangzhou",22.33
"Vienna",21.82
"Wrocław",0.81
"Portland{OR}",2.00
"Novosibirsk",10.92
"Abha",9.66
"Pretoria",18.29
"Parakou",28.38
"Melbourne",5.84
"Kumasi",13.39
"Saint-Pierre",14.49
"Louisville",15.97
"Podgorica",26.00
"Miami",33.73
"Novosibirsk",-3.88
"Bordeaux",34.97
"LuxembourgCity",26.29
"Ifrane",15.68
"Karachi",32.56
"Tegucigalpa",-4.27
"Busan",16.38
"SaintPetersburg",18.15
"Dushanbe",24.06
"Jos",-0.58
"Tbilisi",16.93
"Reykjavík",18.11
"Mahajanga",17.95
"Seoul",33.77
"Kolkata",16.65
"PalmSprings",32.14
"Tashkent",18.59
"Mogadishu",39.86
"Pontianak",31.23
"Accra",38.74
"Zagreb",5.66
"İzmir",26.42
"Bouaké",16.22
"Bangkok",30.06
"Louisville",26.10
"Toluca",6.66
"Sapporo",11.90
"Reykjavík",2.27
"Tallinn",-6.54
"Ghanzi",40.81
"SanSalvador",28.08
"Kuopio",16.35
"Riyadh",18.77
"SanJosé",27.22
"Thessaloniki",14.88
"Tunis",19.79
"Chihuahua",33.39
"Sokoto",4.25
"N'Djamena",29.62
"Bouaké",36.16
"Kabul",1.34
"Hobart",12.48
"Edinburgh",8.89
"Karonga",13.61
"Karachi",38.34
"Minsk",21.47
"Ouarzazate",12.89
"Stockholm",11.18
"St.Louis",5.00
"Houston",13.33
"Saint-Pierre",11.29
"Cotonou",20.58
"Seattle",13.81
"Juba",32.84
"Paris",5.23
"Suva",21.64
"Blantyre",13.51
"Belgrade",15.57
"GeorgeTown",30.97
"Veracruz",23.33
"Damascus",35.61
"Albuquerque",32.05
"Seville",12.46
"LuxembourgCity",11.27
"Memphis",25.36
"Omaha",23.85
"Milan",26.38
"Nashville",2.06
"Makassar",46.17
"Kankan",24.56
"Tucson",16.84
"Havana",18.45
"Jakarta",34.10
"Sydney",6.19
"Tabriz",7.36
"Pointe-Noire",28.21
"Phoenix",16.21
"DaresSalaam",23.01
"Antsiranana",15.93
"CapeTown",33.99
"Cracow",6.95
"Xi'an",25.21
"Riga",2.23
"Toamasina",21.35
"Ngaoundéré",18.51
"Honolulu",38.26
"Perth",22.29
"Sochi",2.49
"Medan",30.39
"Montreal",28.87
"Vladivostok",25.93
"Valencia",29.35
"Guadalajara",18.41
"Roseau",37.29
"Bulawayo",17.64
"Erzurum",-25.15
"WashingtonDC",19.40
"Saskatoon",-10.89
"Libreville",25.91
"Niigata",19.99
"Singapore",7.73
"Helsinki",15.19
"Tauranga",7.28
"Moncton",-7.37
"Portland{OR}",30.17
"Mek'ele",46.44
"Nouakchott",26.92
"Dolisie",21.97
"Timbuktu",14.95
"Yerevan",2.62
"Phoenix",23.25
"Jacksonville",33.85
"Sana'a",34.87
"Nassau",24.29
"St.Louis",-9.17
"Alexandria",12.86
"Sacramento",-2.46
"Split",6.18
"AddisAbaba",-1.06
"Mogadishu",27.23
"AndorralaVella",29.71
"Banjul",26.19
"Tucson",21.48
"Tallinn",7.94
"Fukuoka",12.47
"Niamey",25.82
"Mexicali",32.69
"Napoli",21.49
"Livingstone",36.66
"Wrocław",5.28
"Darwin",34.49
"Vladivostok",23.68
"Havana",25.87
"Porto",-2.10
"N'Djamena",28.77
"Thessaloniki",12.17
"Birao",43.00
"Sapporo",4.71
"Tripoli",22.75
"Canberra",25.62
"Bloemfontein",13.89
"Canberra",10.96
"Oranjestad",19.97
"Saskatoon",8.44
"Wellington",28.87
"Copenhagen",-0.06
"Bucharest",12.79
"Yerevan",30.34
"Beijing",28.48
"Albuquerque",22.05
"Almaty",9.12
"SanAntonio",17.91
"Beirut",23.19
"Monterrey",28.56
"LuxembourgCity",6.26
"Yerevan",15.26
"Dili",31.00
"Calgary",22.75
"Kano",11.41
"Toliara",21.45
"PortVila",24.09
"Vilnius",-15.45
"Jerusalem",17.16
"Kathmandu",9.76
"Mek'ele",9.62
"Baltimore",12.86
"Reykjavík",-2.89
"GeorgeTown",35.73
"Rangpur",12.06
"Kyoto",-6.71
"Winnipeg",-18.56
"Ankara",17.08
"Bata",23.30
"Bangui",28.73
"Kabul",24.23
"Parakou",17.06
"Launceston",20.44
"Honiara",16.86
"Erbil",29.09
"Kandi",14.81
"Gagnoa",45.55
"Milwaukee",11.92
"AddisAbaba",18.64
"Algiers",3.26
"Kolkata",12.04
"Antananarivo",14.62
"SanFrancisco",10.98
"Fianarantsoa",13.02
"Sarajevo",20.01
"Albuquerque",6.89
"Sokoto",9.75
"Makurdi",12.84
"Sofia",17.52
"Surabaya",34.82
"Dublin",3.94
"Livingstone",26.38
"Frankfurt",12.29
"Jakarta",33.11
"WashingtonDC",19.74
"Lviv",2.19
"Jerusalem",17.07
"Fukuoka",-13.39
"Abidjan",25.55
"Detroit",-2.11
"DaresSalaam",28.83
"Vaduz",-3.10
"Nicosia",14.25
"Tampa",22.70
"Jerusalem",24.25
"Berlin",-9.11
"Zagreb",-3.46
"VirginiaBeach",16.69
"Kingston",21.94
"Jos",32.85
"Porto",19.25
"Libreville",24.35
"Lahore",27.61
"ZanzibarCity",34.45
"Prague",14.04
"Ghanzi",33.62
"SanJose",15.20
"Halifax",8.66
"Libreville",13.77
"Minneapolis",10.36
"Sana'a",13.08
"Sacramento",6.35
"Dili",38.98
"Karachi",22.39
"Nouakchott",31.47
"Moncton",-2.56
"Dolisie",-1.35
"İzmir",29.10
"HangaRoa",1.50
"GeorgeTown",36.04
"Kingston",22.79
"OklahomaCity",21.14
"Zürich",-11.17
"Philadelphia",28.37
"Ouahigouya",23.43
"Mombasa",27.87
"Kabul",27.10
"CaboSanLucas",22.44
"Dampier",23.27
"Sacramento",13.36
"Damascus",28.77
"Tampa",41.28
"Melbourne",8.30
"Bata",26.57
"Bloemfontein",10.89
"LakeTekapo",5.53
"OklahomaCity",19.65
"Riga",16.91
"Malabo",20.68
"Ottawa",-12.83
"GeorgeTown",41.56
"Nairobi",21.60
"NewYorkCity",4.49
"LakeTekapo",23.94
"Reykjavík",6.66
"Brazzaville",21.62
"Abidjan",28.36
"Tamale",23.78
"Fairbanks",-2.38
"Praia",19.47
"Durban",-5.86
"Bloemfontein",33.02
"Honolulu",30.74
"Xi'an",33.18
"CapeTown",7.36
"Toronto",-11.28
"PortMoresby",27.53
"Chittagong",47.77
"Sokoto",23.87
"Blantyre",5.91
"Napier",19.31
"Charlotte",5.04
"Gangtok",18.29
"HoChiMinhCity",11.70
"Colombo",37.33
"St.John's",1.43
"Valencia",-2.71
"Baghdad",16.22
"AliceSprings",27.93
"Gaborone",17.68
"Tampa",29.83
"Auckland",9.64
"SanJose",17.49
"Charlotte",21.79
"Podgorica",24.36
"Mango",40.76
"Yaoundé",20.30
"Montreal",21.54
"SaltLakeCity",17.87
"Alexandria",22.99
"Medan",33.50
"Detroit",14.46
"Astana",4.03
"PortSudan",20.88
"Reykjavík",9.75
"Riyadh",26.76
"Livingstone",17.92
"Pyongyang",15.38
"Fresno",15.66
"Ankara",0.42
"Zagreb",-0.77
"Tamale",20.32
"Bridgetown",3.96
"Tokyo",5.00
"Bratislava",3.70
"Tashkent",29.06
"Antananarivo",18.89
"Batumi",15.16
"Kinshasa",37.32
"Karachi",11.30
"İzmir",18.60
"Indianapolis",7.28
"LasVegas",19.72
"Nairobi",23.54
"Kuopio",7.06
"Lhasa",19.89
"Havana",24.57
"Pointe-Noire",29.08
"Mahajanga",17.71
"Bouaké",16.92
"Seattle",21.78
"Rome",22.84
"Toronto",9.38
"Podgorica",21.02
"Juba",12.50
"Marseille",13.21
"Oulu",10.73
"Mumbai",27.40
"Vilnius",0.95
"Toluca",15.20
"Accra",28.13
"Dublin",15.15
"Xi'an",-5.35
"Bata",20.77
"Naha",39.68
"Baguio",12.11
"Hamilton",-0.48
"SaintPetersburg",10.76
"Burnie",6.22
"Odesa",3.16
"Damascus",17.35
"Jakarta",35.47
"Brisbane",26.13
"Portland{OR}",-1.80
"Baguio",26.14
"Pontianak",28.95
"GuatemalaCity",18.97
"Veracruz",40.09
"Muscat",18.33
"Bangui",18.19
"Pyongyang",-13.08
"GeorgeTown",15.72
"Baltimore",9.06
"OklahomaCity",-0.46
"Singapore",39.06
"Kinshasa",41.37
"Philadelphia",2.12
"Sarajevo",4.30
"LasVegas",8.44
"Mexicali",17.48
"Edmonton",23.42
"Hargeisa",23.26
"Whitehorse",-4.89
"Bishkek",17.68
"Tucson",22.42
"NakhonRatchasima",13.33
"LuxembourgCity",0.32
"Launceston",-0.01
"Tijuana",9.72
"Tauranga",25.57
"Odienné",36.36
"Oulu",-4.30
"Oranjestad",38.91
"Antananarivo",12.14
"Adelaide",17.57
"Christchurch",12.84
"Busan",31.45
"PhnomPenh",11.52
"SaintPetersburg",-6.36
"Kolkata",7.98
"SaltLakeCity",-2.64
"Kyoto",16.14
"Chittagong",24.69
"Lviv",-2.62
"Indianapolis",16.77
"Anchorage",6.59
"Dikson",-14.28
"Ahvaz",30.63
"Ashgabat",10.39
"PortMoresby",29.67
"Hamburg",4.27
"Tamanrasset",21.60
"AndorralaVella",15.40
"Xi'an",41.60
"Entebbe",22.31
"Oslo",-1.00
"VirginiaBeach",36.23
"Conakry",13.71
"SanFrancisco",14.42
"SaintPetersburg",-11.46
"Naha",20.96
"Boise",0.71
"Arkhangelsk",-7.69
"Baguio",15.25
"Khartoum",29.37
"Guadalajara",22.05
"Oslo",11.69
"GeorgeTown",26.99
"LosAngeles",29.78
"Kingston",31.91
"Pyongyang",-1.09
"Bishkek",0.26
"Bouaké",20.27
"PortVila",10.07
"Birao",22.26
"Pretoria",21.24
"Kandi",18.92
"Parakou",29.70
"SanFrancisco",36.31
"Chihuahua",5.68
"Lodwar",33.46
"Denver",20.91
"Birao",29.42
"Saint-Pierre",20.39
"Ottawa",19.15
"Birao",42.40
"Omaha",9.86
"Harare",21.83
"NakhonRatchasima",26.99
"Detroit",-6.29
"St.Louis",10.91
"Chicago",20.03
"Bloemfontein",4.61
"Lusaka",9.85
"Bloemfontein",13.25
"Monaco",21.77
"Brisbane",23.85
"Mango",32.84
"Dubai",35.35
"Algiers",8.13
"Rangpur",24.44
"Dunedin",6.14
"Ulaanbaatar",8.03
"Porto",14.39
"Bloemfontein",2.70
"LasPalmasdeGranCanaria",30.47
"Wellington",3.19
"Busan",-0.06
"PortMoresby",30.66
"Dakar",25.36
"Zürich",3.69
"Mombasa",26.72
"Barcelona",32.81
"GuatemalaCity",-4.29
"Halifax",4.61
"Havana",30.43
"Oranjestad",10.44
"Bridgetown",38.54
"Conakry",31.44
"Sarajevo",5.32
"Louisville",15.36
"Montreal",23.14
"Port-Gentil",37.33
"Kyoto",6.27
"Sofia",5.59
"Medan",35.93
"Edmonton",-7.06
"Kuopio",-4.25
"Philadelphia",1.47
"Dubai",24.75
"Shanghai",11.85
"Sydney",11.84
"Vienna",15.89
"Thessaloniki",16.75
"London",-2.49
"Bissau",27.51
"Arkhangelsk",-0.14
"Antsiranana",44.65
"Oranjestad",30.48
"Zürich",3.24
"Manama",19.64
"Edinburgh",26.62
"HangaRoa",13.06
"PhnomPenh",20.74
"Christchurch",19.61
"Skopje",9.02
"Bata",34.01
"Nouakchott",21.33
"Nuuk",2.70
"DaresSalaam",25.21
"Hamburg",6.19
"Thiès",22.17
"Manila",29.40
"Madrid",47.17
"Ndola",30.98
"Ottawa",-3.76
"Maputo",16.63
"Amsterdam",-2.00
"AndorralaVella",-8.22
"Suwałki",-0.94
"Novosibirsk",-0.80
"Abha",25.31
"Cairns",13.05
"Minsk",8.46
"Jacksonville",32.14
"Conakry",19.70
"Copenhagen",9.69
"Abidjan",40.64
"Odesa",17.11
"LaCeiba",14.03
"AddisAbaba",13.30
"Nassau",38.09
"Bata",22.97
"Monterrey",-3.48
"Lahore",16.31
"Wellington",5.82
"Iqaluit",0.68
"Abidjan",31.70
"Villahermosa",23.95
"Hobart",7.04
"Bangkok",16.71
"Belgrade",19.84
"Toamasina",11.76
"Dikson",-24.05
"Manila",22.99
"Istanbul",18.24
"Rangpur",28.62
"Anchorage",-2.54
"Launceston",18.19
"Birao",24.05
"NewDelhi",38.58
"St.John's",11.63
"Moncton",7.15
"Benghazi",16.10
"Vancouver",-1.08
"Manila",15.88
"Ngaoundéré",34.21
"Reggane",34.24
"Tampa",17.53
"Juba",33.26
"Anchorage",3.41
"Pointe-Noire",18.82
"Palembang",33.79
"CapeTown",27.26
"KualaLumpur",36.31
"SanSalvador",11.21
"SanSalvador",24.13
"Guangzhou",-3.33
"Vaduz",-4.11
"Toamasina",30.90
"Irkutsk",-4.70
"Toronto",24.02
"Moscow",11.33
"Cairo",30.58
"Tauranga",28.40
"Gagnoa",26.53
"Praia",21.84
"SanJosé",28.60
"Berlin",31.34
"Dakar",17.17
"Colombo",22.13
"Guangzhou",19.71
"Fresno",9.80
"Split",22.40
"Sapporo",-3.99
"Chicago",17.45
"Jerusalem",26.35
"Dushanbe",28.05
"Fresno",20.10
"Nicosia",23.76
"Bangkok",35.42
"Honiara",26.92
"Muscat",20.74
"Rabat",20.97
"Detroit",8.79
"Kuopio",5.19
"Bucharest",11.60
"Ankara",4.13
"Brisbane",23.50
"Fianarantsoa",19.09
"Houston",23.96
"Thessaloniki",14.33
"Wichita",18.67
"Edinburgh",29.82
"Milwaukee",15.70
"Malabo",34.01
"Changsha",11.33
"Djibouti",27.36
"Charlotte",15.82
"Wellington",9.21
"Port-Gentil",21.99
"Vancouver",6.43
"HatYai",19.14
"Valencia",31.97
"Denpasar",19.02
"Astana",1.56
"Petropavlovsk-Kamchatsky",2.96
"Berlin",-4.79
"Pointe-Noire",16.83
"Lyon",14.33
"Guangzhou",17.85
"Irkutsk",-24.36
"Kandi",16.15
"Kunming",36.81
"Ashgabat",17.65
"Denver",19.79
"Garoua",31.63
"PhnomPenh",10.52
"Tampa",22.44
"Petropavlovsk-Kamchatsky",23.27
"Fresno",12.38
"Vilnius",-2.15
"GjoaHaven",-23.59
"MexicoCity",30.19
"Monterrey",24.28
"Gagnoa",27.97
"Hamilton",-2.99
"Budapest",10.78
"Bata",35.39
"Juba",35.30
"LakeTekapo",12.16
"SanDiego",15.73
"Baguio",10.68
"Melbourne",17.44
"CityofSanMarino",2.38
"PhnomPenh",27.40
"Ségou",33.62
"LosAngeles",20.97
"Damascus",7.33
"Palembang",17.27
"Malé",32.02
"PalmerstonNorth",34.59
"Ljubljana",8.08
"Dublin",0.68
"Melbourne",10.22
"Suwałki",2.13
"Omaha",15.01
"Odesa",-11.80
"Niamey",26.21
"Perth",16.36
"Bloemfontein",9.89
"Malé",32.75
"Bata",31.24
"Thiès",20.20
"Bulawayo",25.87
"WashingtonDC",10.59
"Cotonou",22.46
"Mahajanga",45.24
"Jos",33.47
"Kathmandu",12.87
"Guangzhou",16.90
"Palembang",35.75
"Montreal",2.72
"Burnie",9.79
"Heraklion",12.84
"Zürich",12.44
"Denpasar",29.65
"ChiangMai",15.18
"Iqaluit",-6.32
"Baguio",17.10
"Baguio",34.53
"Budapest",-10.24
"Abha",-2.00
"Tegucigalpa",10.23
"Kampala",14.60
"Mahajanga",34.36
"Irkutsk",-1.03
"Vilnius",2.05
"Oranjestad",17.22
"Melbourne",14.12
"Lusaka",27.46
"Tokyo",10.98
"Makassar",40.54
"Minneapolis",14.45
"OklahomaCity",10.95
"Sochi",0.40
"Blantyre",24.77
"PalmerstonNorth",12.01
"Jerusalem",-0.56
"Fianarantsoa",10.90
"Belgrade",18.61
"Abidjan",41.36
"Lusaka",26.17
"HangaRoa",30.27
"Saskatoon",1.64
"Whitehorse",17.01
"KualaLumpur",26.93
"Adelaide",21.64
"SanDiego",12.14
"Kunming",14.45
"Sapporo",9.30
"Dili",34.50
"Honolulu",16.00
"Zürich",18.32
"Sarajevo",9.81
"DaNang",11.82
"Rangpur",40.50
"Abéché",18.03
"Dunedin",-9.44
"Rostov-on-Don",10.48
"Cracow",19.67
"Honolulu",29.09
"Pyongyang",6.93
"Lahore",12.23
"Mek'ele",24.15
"Ségou",26.53
"Bujumbura",17.53
"Rangpur",20.78
"Singapore",18.40
"Bratislava",18.64
"Vancouver",12.50
"Wau",40.32
"GjoaHaven",-26.84
"Gangtok",22.29
"Sana'a",5.63
"SanJose",6.16
"Rome",19.98
"Abha",24.75
"Monaco",18.64
"Kyiv",0.84
"Lusaka",11.61
"Abha",20.65
"Minsk",-11.13
"Karachi",51.75
"Warsaw",5.67
"Jerusalem",23.56
"Karachi",27.88
"Baghdad",33.85
"Kabul",10.73
"Dili",15.95
"Gaborone",8.78
"Dikson",-4.14
"Prague",-2.53
"Tegucigalpa",17.94
"Ulaanbaatar",-18.93
"KansasCity",-7.39
"Chicago",1.52
"Batumi",5.29
"Bamako",29.34
"Montreal",10.28
"Amsterdam",-0.79
"Paris",-0.31
"Rangpur",25.75
"Vienna",13.82
"GjoaHaven",-7.88
"SaltLakeCity",33.87
"Sana'a",36.79
"Sana'a",14.57
"TelAviv",32.52
"Denver",9.18
"Prague",-0.77
"Banjul",29.22
"Lisbon",20.78
"Nouadhibou",39.25
